ACO000036250;ACOS00037455;22061600702                   ;17 Jun 2022 09:13;SRBGK02 ;Input;Penjualan Kredit;001387;KOPERASI BAKTI MANDIRI 2;RS.BAKTI TIMAH GEDUNG BARU;GT;PROVISION SMALL STORE;  ;;;PS21213B;PS SMRT FCL SOFT PACK 48X250S GT;UNIVENUS;6;0;8.818,19;52.909,14;52.909,14;58.729,15;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036250;ACOS00037455;22061600702                   ;17 Jun 2022 09:13;SRBGK02 ;Input;Penjualan Kredit;001387;KOPERASI BAKTI MANDIRI 2;RS.BAKTI TIMAH GEDUNG BARU;GT;PROVISION SMALL STORE;  ;;;PS41063;PASEO BABY WIPES GAZETTE 50'S X 18;UNIVENUS;3;0;14.000,00;42.000,00;42.000,00;46.620,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036250;ACOS00037455;22061600702                   ;17 Jun 2022 09:13;SRBGK02 ;Input;Penjualan Kredit;001387;KOPERASI BAKTI MANDIRI 2;RS.BAKTI TIMAH GEDUNG BARU;GT;PROVISION SMALL STORE;  ;;;PS31229;PASEO SMART FACIAL TRAVEL PACK 50'S GT;UNIVENUS;24;0;1.680,00;40.320,00;40.320,00;44.755,20;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036250;ACOS00037455;22061600702                   ;17 Jun 2022 09:13;SRBGK02 ;Input;Penjualan Kredit;001387;KOPERASI BAKTI MANDIRI 2;RS.BAKTI TIMAH GEDUNG BARU;GT;PROVISION SMALL STORE;  ;;;PS41117;PASEO ANTI BACTRIAL WIPES GAZETTE 18X50S;UNIVENUS;6;0;7.000,00;42.000,00;42.000,00;46.620,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036250;ACOS00037455;22061600702                   ;17 Jun 2022 09:13;SRBGK02 ;Input;Penjualan Kredit;001387;KOPERASI BAKTI MANDIRI 2;RS.BAKTI TIMAH GEDUNG BARU;GT;PROVISION SMALL STORE;  ;;;PS11208B;PS ELG TWL CALORIE ABSORB 1 ROLL 18X70S;UNIVENUS;6;0;10.518,18;63.109,08;63.109,08;70.051,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036250;ACOS00037455;22061600702                   ;17 Jun 2022 09:13;SRBGK02 ;Input;Penjualan Kredit;001387;KOPERASI BAKTI MANDIRI 2;RS.BAKTI TIMAH GEDUNG BARU;GT;PROVISION SMALL STORE;  ;;;NC14038B;NC TLT CORE NON EMB 1 ROLL 238S X 120 GT;UNIVENUS;6;0;2.718,18;16.309,08;16.309,08;18.103,08;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036250;ACOS00037455;22061600702                   ;17 Jun 2022 09:13;SRBGK02 ;Input;Penjualan Kredit;001387;KOPERASI BAKTI MANDIRI 2;RS.BAKTI TIMAH GEDUNG BARU;GT;PROVISION SMALL STORE;  ;;;NC74035;NC FCL KILOAN 900GR X 20 GT;UNIVENUS;6;0;30.630,63;183.783,78;183.783,78;204.000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036250;ACOS00037455;22061600702                   ;17 Jun 2022 09:13;SRBGK02 ;Input;Penjualan Kredit;001387;KOPERASI BAKTI MANDIRI 2;RS.BAKTI TIMAH GEDUNG BARU;GT;PROVISION SMALL STORE;  ;;;PS41563;PS SMRT HKY PERF 6 PACK 12s X 40;UNIVENUS;3;0;4.160,00;12.480,00;12.480,00;13.852,80;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036250;ACOS00037455;22061600702                   ;17 Jun 2022 09:13;SRBGK02 ;Input;Penjualan Kredit;001387;KOPERASI BAKTI MANDIRI 2;RS.BAKTI TIMAH GEDUNG BARU;GT;PROVISION SMALL STORE;  ;;;PS41100B;PASEO ANTI BACTERIAL WIPES 18X25S BOGOF;UNIVENUS;3;0;7.000,00;21.000,00;21.000,00;23.310,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036250;ACOS00037455;22061600702                   ;17 Jun 2022 09:13;SRBGK02 ;Input;Penjualan Kredit;001387;KOPERASI BAKTI MANDIRI 2;RS.BAKTI TIMAH GEDUNG BARU;GT;PROVISION SMALL STORE;  ;;;PS41094;PASEO BABY WPES GZTE JOJOBA 18X50S BOGOF;UNIVENUS;5;0;14.000,00;70.000,00;63.000,00;69.930,00;0,00;0,00;0,00;10,00;0,00;0,00;7.000,00;0,00;;;
ACO000036250;ACOS00037455;22061600702                   ;17 Jun 2022 09:13;SRBGK02 ;Input;Penjualan Kredit;001387;KOPERASI BAKTI MANDIRI 2;RS.BAKTI TIMAH GEDUNG BARU;GT;PROVISION SMALL STORE;  ;;;NC24375;NICE FACIAL SOFT PACK 60 X 180'S - GT;UNIVENUS;6;0;5.150,00;30.900,00;30.900,00;34.299,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036252;ACOS00037458;22061601202                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;000610;DESY;JL.YOS SUDARSO SAMPING HOTEL RAPOS;GT;PROVISION SMALL STORE;  ;;;NC24375;NICE FACIAL SOFT PACK 60 X 180'S - GT;UNIVENUS;6;0;5.150,00;30.900,00;30.900,00;34.299,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036252;ACOS00037458;22061601202                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;000610;DESY;JL.YOS SUDARSO SAMPING HOTEL RAPOS;GT;PROVISION SMALL STORE;  ;;;PS31229;PASEO SMART FACIAL TRAVEL PACK 50'S GT;UNIVENUS;12;0;1.680,00;20.160,00;20.160,00;22.377,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036252;ACOS00037458;22061601202                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;000610;DESY;JL.YOS SUDARSO SAMPING HOTEL RAPOS;GT;PROVISION SMALL STORE;  ;;;NC14038B;NC TLT CORE NON EMB 1 ROLL 238S X 120 GT;UNIVENUS;12;0;2.718,18;32.618,16;32.618,16;36.206,16;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036253;ACOS00037459;22061601402                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;000795;ACHAN / CANDRA;PANGKALBALAM DEPAN AJ MART;GT;PROVISION SMALL STORE;  ;;;PS31229;PASEO SMART FACIAL TRAVEL PACK 50'S GT;UNIVENUS;12;0;1.680,00;20.160,00;20.160,00;22.377,60;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
ACO000036254;ACOS00037460;22061602002                   ;17 Jun 2022 09:14;SRBGK02 ;Input;Penjualan Kredit;000456;VINVIN;AMPUI /JL.MARTADINATA PASIR GARAM DEPAN ;GT;PROVISION SMALL STORE;  ;;;NC24375;NICE FACIAL SOFT PACK 60 X 180'S - GT;UNIVENUS;6;0;5.150,00;30.900,00;30.900,00;34.299,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;;;
